1,1796
2,2160
2,2818
1,3190
2,2046
1,2517
1,2089
1,3135
2,1911
1,1517
2,6259
1,2759
1,3990
2,2010
1,3672
2,4377
2,1783
2,3489
2,3345
1,3523
1,3307
2,1037
2,896
1,2228
1,1534
2,2286
2,2193
1,1444
2,1462
2,1314
1,1524
1,3255
1,3299
2,7558
1,2456
2,5142
1,2738
2,2967
2,3650
1,2553
1,6480
2,3316
1,7268
1,4410
1,1831
2,13819
1,5240
1,7039
1,2109
2,2623
2,7378
2,2486
2,3472
1,1742
1,2765
2,14030
2,3131
2,944
1,2549
1,3722
2,2696
1,9213
2,8006
1,8277
1,7160
1,3564
2,10654
1,7196
1,2851
1,2733
2,3883
1,2042
2,1882
1,3088
1,3860
1,2790
2,2036
1,3616
2,4583
1,2942
2,17349
1,3697
1,3361
1,3116
2,5141
2,7658
1,3274
1,3705
1,3304
1,7876
2,4577
1,8258
2,14043
2,4018
1,2027
2,3978
1,4611
1,1733
1,1144
1,3831
1,1519
2,1194
2,1614
2,2569
2,2734
1,2980
1,2398
1,2016
1,1489
1,1984
1,6020
1,2966
1,2545
2,3182
2,2252
2,3855
1,2766
2,2701
2,1604
1,1337
2,1342
1,2562
2,2825
1,5582
1,2080
2,2901
1,2005
2,2781
2,2997
1,2439
1,1497
2,2420
1,1745
2,1726
2,3709
1,2345
1,1331
2,3575
2,5160
1,3517
1,2364
2,4772
1,18624
1,2784
2,8301
2,5085
1,22803
1,3449
2,2741
2,17594
1,5249
1,2399
2,3616
2,2018
1,3033
1,2808
2,3304
2,3785
1,3986
2,4970
2,7749
1,2761
1,3426
1,3170
2,10743
1,2478
2,2581
2,3363
2,26245
1,5647
2,4137
1,4016
1,2610
2,3099
2,3635
2,4909
2,3159
1,3442
2,8206
2,3171
2,13165
1,9590
2,6301
2,8170
1,3991
1,16086
2,11063
1,2642
1,3660
1,5350
1,3556
1,11994
1,4512
1,29654
2,9687
1,16846
2,4402
2,7651
1,2627
2,4004
1,4986
1,5459
1,18496
1,6123
2,3303
1,5014
2,2614
1,5527
1,7359
2,2778
1,24931
2,2655
1,44027
2,2214
2,3549
2,3233
2,2311
2,3224
2,4741
2,4328
2,11712
1,8158
1,12621
2,3988
2,2319
2,16304
2,7032
1,4352
2,6143
2,3857
1,3896
2,4983
1,4151
1,11205
2,4875
2,10283
2,7187
1,5851
1,14389
1,3477
2,6705
2,11775
1,11184
2,15045
1,3450
2,5200
2,7460
1,6538
1,31953
1,17100
1,17182
1,8643
2,20358
2,8199
2,6784
1,8604
2,20139
1,9593
1,4679
1,17967
1,5685
2,9966
2,7424
1,7512
2,10378
2,10973
2,6978
2,3976
1,19091
2,10502
1,9884
1,3079
2,3027
2,59147
1,2852
1,1816
1,64971
2,3764
2,8067
1,3570
2,2168
2,4741
1,3827
1,29073
2,3777
1,3292
1,5097
2,4733
1,3008
2,3293
2,5011
2,6011
1,3109
1,2930
1,46248
1,3078
1,5373
1,37371
2,2922
2,3921
1,3167
1,2422
1,46119
2,7740
1,13700
2,5129
2,2423
2,2449
1,2790
2,3562
1,4393
2,6930
2,6091
2,1682
2,3002
2,1841
2,2227
1,8500
2,9168
1,15777
1,12006
1,4302
1,403
1,3092
1,3664
2,4639
2,3490
1,1980
1,3885
2,5822
1,5258
2,3693
2,3972
1,4531
2,7040
2,4006
2,2124
1,33977
2,12968
2,3226
2,1213
1,3194
1,10214
1,1466
1,3272
2,2680
2,6825
1,3819
1,5286
1,3646
1,2292
2,6725
2,7775
2,3532
2,3525
2,8061
1,10480
2,14256
1,7686
2,5668
1,4518
2,3843
1,2074
1,2435
2,5111
2,12183
2,6973
1,1520
2,3858
2,5110
1,1749
1,18317
2,1888
2,8869
2,3328
1,2393
2,6487
1,5703
1,5122
2,7407
1,3701
2,3859
2,5286
1,5760
2,11349
2,3498
2,6391
1,3618
2,8080
1,5414
2,5935
2,3930
1,3266
2,16508
2,2998
1,4430
2,6624
1,4403
1,9913
2,7676
1,2629
1,4017
1,3996
2,3923
2,6489
2,2862
2,5467
1,3221
2,5241
1,6689
2,2774
1,2527
2,2252
2,1832
1,5183
2,5120
1,10744
2,5765
1,3908
2,4532
1,5509
1,3730
1,10213
1,3828
1,1550
1,2717
1,3541
2,3522
1,3869
2,5866
1,4181
2,3728
1,2652
1,3370
2,15304
1,3962
1,4165
2,6256
1,5694
2,4165
2,11061
2,7612
1,3261
2,3167
1,3494
2,1935
1,3011
1,384028
2,3651
1,2543
2,3619
2,5195
2,1903
1,5429
1,2028
1,17503
1,3432
2,6286
2,5741
2,3268
1,19649
2,4667
2,3994
1,3446
2,4272
2,4709
1,3151
1,14847
1,13312
2,3717
2,5495
1,8679
1,4370
2,3938
1,2624
2,4761
2,3067
1,2541
2,3419
1,3195
1,2326
1,5524
1,6530
2,3103
2,4059
2,3276
2,4149
1,4425
1,3766
2,2191
2,2650
1,1432
2,4094
1,1989
2,1826
2,2195
2,2043
2,2061
1,1551
2,1748
2,2994
1,2341
2,6433
1,1712
1,4222
1,2986
1,2558
2,2673
2,2872
2,1020
2,2533
1,1221
2,1501
1,2524
1,1939
2,1835
2,4085
1,3875
2,2237
2,2825
2,1023
1,4226
2,1380
1,2089
1,1341
2,3142
1,2411
1,1531
2,2625
2,1400
1,1538
1,1853
1,3954
1,2694
2,2850
1,1169
1,2188
2,12700
1,2306
1,3434
1,1806
1,1436
1,1972
1,1029
2,2977
2,1111
2,916
1,2589
1,2167
2,1015
1,1459
2,1509
1,4957
2,1997
2,2587
2,1837
2,2334
1,1890
2,1288
2,1999
1,3997
2,869
2,1315
1,1658
1,1610
1,2166
1,3512
2,3346
2,3738
2,2552
1,3031
2,4094
1,4509
1,5139
1,2771
2,5640
2,9292
2,3207
1,5166
2,2217
2,4090
1,3658
2,5599
2,2763
2,11120
1,1946
1,2729
2,4233
2,4668
1,4415
1,2732
2,7303
2,8437
2,2796
1,3874
2,3916
2,4558
2,2966
2,3730
1,2380
2,7080
2,2121
1,2232
2,4262
2,3636
1,7488
1,2230
1,2587
1,1863
1,5839
2,2977
1,3567
1,2667
2,3953
2,4786
1,4182
2,1899
1,6625
1,2569
1,1981
1,2061
1,1281
2,4518
2,5377
2,2026
1,5956
2,5007
1,2485
1,2562
1,2089
1,3154
2,3845
2,8898
2,3719
1,2690
2,4690
1,2056
2,3319
1,1710
2,3419
2,2506
1,1680
1,1628
2,3944
2,3242
2,2012
2,2426
1,4604
2,5502
2,6203
2,2361
2,3647
2,2210
2,3610
2,2991
1,2403
1,2351
1,1600
1,3200
1,4610
1,4160
1,1642
1,4278
2,6082
2,9406
2,2618
1,2870
2,5959
2,5953
2,4086
1,6490
2,1700
1,3096
1,2601
2,3190
2,1726
2,5010
1,5020
2,5840
1,3785
1,3771
1,7506
1,4165
2,4893
1,4409
1,14560
2,5693
1,4990
2,10985
1,9184
2,7048
2,3199
1,6735
1,5260
2,9359
1,4835
2,6461
2,8207
1,5390
2,3304
2,7742
1,3900
1,3612
1,3500
1,6968
2,18406
1,5657
1,5344
2,7375
2,3920
2,8982
2,2594
1,3573
2,3690
1,2318
2,4545
1,6087
1,2824
1,4371
2,3868
1,1666
2,3547
1,3412
1,2084
1,5296
1,5638
1,5150
2,3810
1,5208
2,11893
2,4953
1,4802
1,3589
2,3774
1,10426
1,3680
2,4892
1,7144
2,5596
1,5280
2,10746
2,11662
2,7132
2,10277
1,22089
2,50782
1,6142
1,12541
2,9588
1,5378
2,4535
1,3577
2,4304
1,6500
2,4617
2,4741
1,6906
2,6387
1,8304
1,2632
2,12714
1,6593
2,4820
1,6883
1,6331
2,4437
2,5090
1,4672
2,4819
2,2675
2,2340
1,2747
2,1975
1,3263
2,2212
1,1523
2,3874
1,3993
1,70658
2,47643
1,30138
2,7291
2,27827
2,2681
2,6966
1,6480
1,4902
1,4735
1,3541
1,4696
2,9317
2,4396
2,7020
1,20290
2,18428
1,2013
1,3324
2,6279
2,1848
1,2976
1,7325
1,3048
2,4390
2,18142
2,4649
2,2523
2,6202
2,8305
1,6380
1,12166
1,3025
2,5438
1,1119
1,2132
1,3156
1,1863
2,4259
2,4103
1,2214
1,3150
1,3209
2,7095
1,2792
1,1760
2,2405
2,3493
1,2338
2,4934
1,3499
1,3620
2,3744
1,2963
2,3255
1,6098
2,4877
2,6035
1,8662
1,4935
1,3646
2,5634
1,3971
2,4998
2,2553
2,4905
1,4868
1,5561
1,9467
2,2584
2,4351
1,1996
1,916
2,1325
2,1444
1,1193
2,2756
2,1861
1,1411
2,2805
1,1324
1,1188
1,1174
1,1922
2,1511
2,1667
1,1621
2,2594
1,1162
1,1205
1,1733
1,1307
1,1261
2,924
2,3203
1,1939
2,1686
2,3772
2,1012
2,11337
1,4098
1,6527
1,6253
1,9410
2,2878
2,6530
2,1544
1,8884
2,7997
2,3167
2,3370
2,5373
1,5759
2,7842
2,4025
2,2481
2,1894
1,3243
1,6074
2,7138
2,5002
1,5960
1,12787
2,9755
2,4753
1,3986
2,11560
2,10077
1,5547
1,4830
2,2213
1,5572
2,5272
1,4446
2,5968
1,3680
2,4786
1,7314
1,4536
1,3460
1,4848
1,6502
1,8144
2,3675
1,3213
1,12527
1,3326
2,7357
1,3665
2,4362
2,7173
2,9809
1,4019
2,5974
2,4074
1,14960
2,8069
2,5834
2,6133
2,5567
2,5791
1,1963
2,1742
2,4016
2,2078
2,3023
1,2097
1,5014
1,1428
2,1792
2,6340
2,4627
2,2757
2,3390
1,5109
2,1300
1,3279
1,4550
1,2115
1,6708
2,2954
2,3788
2,2695
1,1203
2,2446
2,1687
2,2320
1,2643
2,3746
2,4386
1,2979
1,4250
2,4548
2,2130
2,2210
1,2542
2,2707
1,1717
2,2090
1,4252
2,1968
1,3156
1,1915
1,1665
2,4626
1,1836
1,1363
1,4320
2,3617
1,6007
2,7188
1,2960
2,2506
2,1349
1,1879
1,5355
2,12185
1,2796
1,1290
2,3494
1,1845
1,2705
2,3368
1,3217
1,1306
1,7291
2,2501
2,1512
1,3299
2,2097
1,2286
1,4221
2,8646
2,3800
2,3401
1,4176
2,4893
2,2958
1,3380
2,4229
2,7096
1,3884
1,2727
2,2486
1,3465
2,1490
1,4050
2,3687
1,1990
2,6630
1,60588
1,8055
1,4472
1,3861
2,2746
1,4277
2,3805
2,4886
1,2373
2,1657
1,2994
1,3769
1,3184
2,1056
1,2061
2,2930
1,1562
1,2168
1,2214
2,1154
2,1953
2,2130
2,2480
1,1625
2,2321
1,3270
2,1077
1,1732
2,2196
1,2887
2,2124
1,3380
1,6348
2,8219
1,18974
1,4185
2,6925
2,6960
2,12946
2,2594
1,6728
1,6398
1,4476
1,8434
2,6564
2,6484
1,5932
2,2715
1,2825
1,3745
2,4530
1,5084
1,13653
1,3706
1,2519
1,6518
2,3597
2,3211
2,3428
1,6651
2,5099
1,3271
1,5805
2,7096
2,6537
2,4578
1,4022
1,3915
1,3553
2,2957
1,3793
2,1653
1,5404
2,2164
1,2439
1,2747
2,8629
2,2545
2,2063
2,3364
2,1499
2,3054
2,2644
1,7125
2,18189
1,3578
2,5784
1,4549
1,12045
1,5950
2,4184
2,11345
1,4081
1,5809
2,3520
2,5149
1,9107
1,8042
1,5771
2,2731
2,2848
2,2633
2,2656
2,11203
2,6034
2,5302
1,3300
1,6970
1,11406
2,4341
2,5714
1,5457
2,8227
2,3505
1,3055
1,6014
2,9295
1,2705
1,2977
1,4314
2,4538
2,2632
1,4648
2,3780
1,5255
2,5438
1,4085
2,3152
2,3189
1,3651
1,2022
1,8808
2,1909
2,2614
1,4182
2,1423
1,1560
1,2620
2,1600
2,1933
2,813
1,3477
2,1873
1,2523
1,4095
2,7326
1,3934
1,2112
2,975
2,625
1,2018
2,7626
1,2299
1,9217
2,1700
1,836
1,5511
1,4183
2,3503
2,3272
2,5628
2,3737
2,2326
2,1981
2,2959
1,1701
1,1870
1,5030
2,2905
2,3877
2,3342
2,1574
2,4159
1,1934
1,1912
1,1588
2,2470
1,1711
1,2988
2,2763
2,7026
2,2401
1,4109
1,2878
2,3898
2,3900
1,3722
2,4186
1,196175
1,4157
1,1758
1,4396
2,3555
2,3497
2,11510
1,2947
2,5183
1,10638
1,12150
1,5434
2,7732
2,2365
2,30194
1,3152
1,3082
1,8137
2,6996
1,3750
1,5267
2,3251
1,8856
1,5706
1,4938
2,4063
2,5136
1,4250
2,19957
1,3147
2,6917
2,10102
2,6862
2,15519
2,5742
2,8006
1,8670
2,3745
1,11902
1,7035
1,9630
2,9561
1,7840
2,3404
1,3056
2,4437
1,5017
2,4610
2,6269
1,11701
1,4106
2,2787
2,4736
2,7804
1,3966
2,2436
1,3769
2,10414
2,7070
2,4943
2,3756
2,7417
2,6408
1,5849
1,7373
2,3351
1,4386
1,5201
1,3445
1,3820
2,8131
2,7263
2,2969
1,7710
1,6625
2,3417
1,10549
1,3699
1,5268
1,6243
1,17255
2,3275
1,8535
2,8452
1,14420
2,6485
1,3193
1,30755
1,6696
1,6537
2,26217
2,4418
2,8281
2,6176
2,5764
1,16808
1,5702
1,3215
1,3951
2,3755
1,3655
2,2078
2,2916
1,3619
2,11383
2,30515
2,6034
1,2281
2,2627
1,2148
2,3461
1,9495
2,1951
2,3227
2,2978
1,3199
1,6981
2,4972
2,5535
2,10441
1,6046
1,2279
2,9080
1,2799
1,8109
2,2248
2,10059
2,10466
1,8522
2,3094
2,10894
2,11661
2,9853
2,24047
2,2852
1,6012
2,19700
2,9319
2,4130
2,306079
2,8284
2,3643
1,4352
1,8944
1,6108
2,4025
1,3832
1,31529
1,5228
1,5286
1,7234
2,7100
2,4794
2,6945
1,4023
2,11214
1,2515
2,8424
2,4383
2,7066
1,3817
1,7840
1,4286
1,12210
2,4819
2,30218
2,10925
1,5545
1,3022
2,19953
1,4367
1,188370
2,5326
2,4531
2,2524
2,5369
2,6585
2,3314
2,7558
2,3506
1,3651
1,9044
1,5033
1,16886
2,4119
2,5357
2,3907
2,3798
1,3413
2,3702
2,1893
1,4521
1,3519
2,3361
1,5686740
1,7355
2,3966
1,6330
1,3173
2,11852
2,5861
2,3736
2,6475
1,2905
1,4712
1,4224
1,6831
2,5854
2,2038
2,3153
1,6861
1,2653
1,3879
2,2472
1,3860
2,4546
1,4375
2,6514
2,8153
2,6352
1,8159
1,8920
2,6479
2,8951
2,4035
2,3123
2,2954
2,6831
2,4694
1,5790
2,3912
1,4593
2,4893
1,6400
2,9839
1,6603
2,4899
2,2943
2,4694
1,6165
1,4934
2,2495
1,3429
2,2718
2,14904
1,3773
2,2521
2,3200
2,6929
1,7921
2,10424
2,6149
2,7119
1,9923
1,12931
1,9512
2,12749
1,28388
2,9007
2,6296
1,22868
2,7049
1,13625
2,37346
1,18924
1,3867
1,17182
2,14789
1,11403
2,5038
2,7795
1,20887
1,21885
1,7076
1,37476
1,2788
1,7786
1,4887
1,19026
2,5278
1,2079
1,3847
1,10774
2,6080
1,5119
2,7059
2,3809
2,2116
2,4591
2,8056
1,4320
1,2383
2,3652
1,3936
1,4136
2,18477
2,22552
1,2044
2,8944
2,4622
2,5592
2,5837
2,10216
2,4464
1,4600
1,3320
1,2727
1,7816
1,4058
2,9758
1,6607
2,13669
2,14596
1,5488
1,5692
1,3167
1,5383
