0.46431621919561,1.0215189890323,0.81505873002418,0.62663756067613,0.44781651742909,0.28172013507754,0.12271462856379,0.56163276151906,0.40984598415656,0.26890025331369,0.13258425918377,-0.00040769831544513,-0.13173497124471,0.23418329782313,0.10388327147831,-0.022688660686211,-0.12822129699957,0.19651202552197,0.08345906187171,0.38425462294933,0.28531086650211,0.18534606571828,0.092725738632576,-0.00041587757045648,-0.10066990652131,-0.19435299563084,-0.2842569077744,-0.38184612775076,-0.4712058468254,-0.55782952210277,-0.6452014777044,-0.72615952160884,-0.80139907370598,-0.57522779211206,-0.65523477350824,-0.72981168940775,-0.51523978801725,-0.59396947274607,-0.66756766422457,-0.73652529715384,-0.53461151697181,-0.60728862556195,-0.67554887334891,-0.73978801065861,-0.80035997973354,-0.61809028396192,-0.67371600454588,-0.73419336548369,-0.79141840035604,-0.84565565123012,-0.67015927301065,-0.72736397912155,-0.55943733196429,-0.4000418788527,-0.46511792394752,-0.31350817693813,-0.16045541374117,-0.012631535266077,0.13887139805289,0.087410109994923,0.03027120073824,-0.020937246269329,-0.071832143784884,-0.12574718248643,-0.1781414546086,-0.042207326596736,0.09033061208373,0.03974078564129,0.17352024964581,0.30082820597637,0.43046295013586,0.55936858748595,0.51457849579878,0.6424095982992,0.59792277050503,0.54411704836608,0.67069659366512,0.62787499488382,0.5813245690622,0.53959438300441,0.49660963778046,0.45661893435324,0.57394615852708,0.68695137332121,0.64410868513587,0.60554000416616,0.56777445995223,0.53089645541436,0.48897984891973,0.45140208109593,0.41020135365758,0.36871587943365,0.33087370827274,0.29361618890542,0.25090119045688,0.21388204029721,0.31351585497598,0.41507901377352,0.37543942213984,0.33514864072199,0.29557213867071,0.38766105295149,0.48295125448359,0.44859885013656,0.41372734275507,0.37924298287741,0.46985382249121,0.43382549198001,0.40237875517898,0.49417809322048,0.58395641895345,0.67507154779617,0.64212006429652,0.60905405167326,0.57662294633814,0.54346237346911,0.51107771009192,0.59407930250787,0.68046290023442,0.6494958956812,0.62035426395945,0.58919835994991,0.5612925280482,0.53085088644659,0.50077674013705,0.47183376850808,0.43779565745417,0.41038624713634,0.38213046489287,0.35026778737199,0.32190423007004,0.29309318160498,0.36194346881387,0.33627743627313,0.30909843207119,0.28194739466846,0.35611340218474,0.32897600303651,0.30281023864367,0.27799732973174,0.25281227165191,0.22799077047521,0.3001303890006,0.37308382032571,0.34660404390051,0.32050925582673,0.29479339536406,0.27089740737238,0.23981348681407,0.2142499155097,0.18848602823743,0.25803634245283,0.32782324469236,0.30514160003162,0.28117977600817,0.25773285720193,0.32051751511872,0.28955121876618,0.26050631394995,0.2363168855228,0.29899434100984,0.27263472386443,0.25030348097763,0.22826840874492,0.20267774929245,0.17992471953732,0.23802470636974,0.2149196121232,0.19421184292066,0.23153977352796,0.21083318830687,0.18782263325515,0.16324674956499,0.13814241353339,0.11661421381987,0.095411378385774,0.073899017750989,0.048656613025281,0.10923665903814,0.16832737632492,0.13843849330192,0.18137992353962,0.15874542277777,0.13720256272721,0.11514510467841
-0.20997845672579,0.35097146358784,0.89837499972474,1.4128098237012,1.2283078349822,1.0356183685774,0.87842850230849,0.72761216465761,1.1120046116818,0.99035822949298,1.383921302298,1.241482230374,1.1143031861844,0.98284131990845,0.85214918729271,0.73015921032273,0.61976706952522,0.50829120292838,0.40092133848356,0.29609640024041,0.18902535642139,0.066829636992404,-0.034386240984925,-0.13679211330082,0.11806651875976,0.019804616676794,0.26901011769407,0.18303942664782,0.42963480030701,0.35148170082663,0.58774946092601,0.82297949937584,0.74253185713644,0.66110100626121,0.87870454982574,1.0955126942991,1.0176413834153,0.93275700399987,0.85829926273432,0.79018816201262,0.71986101307212,0.65375436764197,0.58771198674987,0.77749154456978,0.96421749660478,0.89870139648032,0.83628873100911,0.7715846630886,0.94260879640281,0.88192566932697,0.81954067389342,0.75475060249403,0.92143236988721,0.8584768691862,0.79833914339449,0.73924183614474,0.68616003790761,0.83817748457335,0.7812411420392,0.72807092132698,0.6772076908513,0.62452290433243,0.57524743556637,0.52647217728456,0.4792979525348,0.61808984801608,0.57190732234421,0.52622776719546,0.6599912703812,0.61482469303319,0.56954339713875,0.70086747882071,0.65526708535202,0.60620529842475,0.55883621698978,0.68443997201449,0.63929282916052,0.5987177077823,0.71347850487486,0.66893932842941,0.62578679508791,0.58409613201347,0.69670382650373,0.80724026910726,0.7661198091236,0.721520628732,0.68334890379323,0.7914405723277,0.89974267111048,0.85631314267516,0.81682254647369,0.77430576173489,0.73163750282554,0.83500492579927,0.92349242707529,1.0137665836548
0.6066698738235,0.37552991321518,0.17524126554296,0.065830029626497,0.56461862213006,1.0423728849118,0.85632644987951,1.2837332043151,1.6613437548078,1.4904657150793,1.285365309208,1.0847192811939,1.4383367174702,1.2414208676086,1.1005702816141,0.96062420269586,0.81988272381821,0.68932709593583,0.58356588836022,0.46759210941613,0.76977695170213,0.67328493654455,0.58053179651976,0.48640736515603,0.39316201442726,0.65830099871733,0.57424774088725,0.49042874152444,0.40504791546705,0.3267690595449,0.24338423857343,0.16208095084283,0.083846081398216,0.00045516101237006,-0.080857615398597,-0.15716916161363,-0.2338451245617,-0.30176207052108,-0.37771676380512,-0.44613557500343,-0.51769392120197,-0.58864285705799,-0.65341976954045,-0.71935310527922,-0.78318654649668,-0.84498412794654,-0.90581112675877,-0.96707570882272,-1.0265366502743,-0.85624533109113,-0.91725499504689,-0.98098307416141,-1.035617403488,-0.87103428243836,-0.93262244929596,-0.98326328318283,-1.0416156185249,-1.0946669130236,-1.1466468605935
-0.16726647173183,-0.34253450727671,-0.65853366022931,-0.14083057222235,0.35335012095291,0.19199373891552,0.037801172026592,-0.11034414714826,0.31866805267902,0.7343967282298,0.5986723514909,0.46642030427473,0.84702335559804,0.72626996725897,0.5794939160761,0.9184363640699,0.80714891718388,0.69401172408033,1.0123022879893,0.9003766738843,1.1930965957889,1.0929510721983,0.98639443997866,0.88884393990716,1.1625544713002,1.0727433063767,0.97735062266115,0.88696904882453,0.79563735215365,0.71399253273097,0.63487752798747,0.86980078000656,0.78042475260488,1.0005432484164,0.9218694619301,0.84716773905292,0.77595549726558,0.70357302355305,0.63315147535448,0.56269156381731,0.49611447548949,0.42468392388165,0.35949701577928,0.29592619444789,0.48120125805978,0.42076261992513,0.59715110171996,0.53402688706943,0.47651860768527,0.41005127650656,0.34262903915366,0.28123777128057,0.4346806675135,0.37988182252193,0.54292451035909,0.49021627497121,0.43720357480344,0.38393910719887,0.31942720526366,0.2662802573133,0.21545279114114,0.16552404850002,0.30846658408147,0.26229900103596,0.40552242812819,0.35923812600827,0.49506794147704,0.44556428051258,0.58139712260919,0.53619204781688,0.48826587817232,0.44187434157071,0.39693965934341,0.35436898942398,0.29947184903344,0.25248379668968,0.21095287523796,0.16735561095791,0.12514836954165,0.088559334465938,0.048169810288499,0.0093891305516192,-0.036246205563593,-0.080463419997786,0.034830883835195,-0.013462581532662,0.099236235191615,0.2110535493841,0.17486416922044,0.28376274503532,0.39017158527404,0.3434691881029,0.30934880151423,0.27445948432458,0.23525819690607,0.20128357411058,0.16711812270539,0.13421280676542,0.099170591209998,0.19955637669873,0.16665091477857,0.13463319019552,0.2328760871493,0.32669747942774,0.42035736884479,0.38858657430087,0.4810830196021
